ST;Сан-Томе и Принсипи;{"name":"Сан-Томе и Принсипи","genName":"Сан-Томе и Принсипи", "duplicateName" : "false" , "currency":"STD", "code":"ST"}
SV;Сальвадор, Эль-Сальвадорб Эль Сальвадор;{"name":"Сальвадор","genName":"Сальвадора", "duplicateName" : "false" , "currency":"USD", "code":"SV"}
SX;Синт-Мартен;{"name":"Синт-Мартен","genName":"Синт-Мартен", "duplicateName" : "false" , "currency":"", "code":"SX"}
SY;Сирия;{"name":"Сирия","genName":"Сирии", "duplicateName" : "false" , "currency":"SYP", "code":"SY"}
SZ;Свазиленд;{"name":"Свазиленд","genName":"Свазиленда", "duplicateName" : "false" , "currency":"SZL", "code":"SZ"}
TC;Острова Теркс и Кайкос, Теркс и Кайкос;{"name":"Теркс и Кайкос", "duplicateName":"false", "currency":"USD","genName":"Теркса и Кайкоса", "code":"TC"}
TD;Чад;{"name":"Чад","genName":"Чада", "duplicateName" : "false" , "currency":"XAF", "code":"TD"}
TF;Французские Южные территории;{"name":"Французские Южные территории","genName":"Французских Южных территорий", "duplicateName" : "false" , "currency":"", "code":"TF"}
TG;страна Того;{"name":"Того","genName":"Того", "duplicateName" : "false" , "currency":"XOF", "code":"TG"}
TH;Таиланд,Тайланд;{"name":"Таиланд","genName":"Таиланда", "duplicateName" : "false" , "currency":"THB", "code":"TH"}
TJ;Таджикистан;{"name":"Таджикистан","genName":"Таджикистана", "duplicateName" : "false" , "currency":"TJS", "code":"TJ"}
TK;Токелау;{"name":"Токелау","genName":"Токелау", "duplicateName" : "false" , "currency":"", "code":"TK"}
TL;Восточный Тимор, Тимор-Лесте,Тимор Лесте, Тимор;{"name":"Восточный Тимор","genName":"Восточного Тимора", "duplicateName" : "false" , "currency":"USD", "code":"TL"}
TM;Туркмения,Туркменистан;{"name":"Туркмения","genName":"Туркмении", "duplicateName" : "false" , "currency":"TMT", "code":"TM"}
TN;Тунис;{"name":"Тунис","genName":"Туниса", "duplicateName" : "true" , "currency":"TND", "code":"TN"}
TO;Тонга;{"name":"Тонга","genName":"Тонга", "duplicateName" : "false" , "currency":"TOP", "code":"TO"}
TR;Турция;{"name":"Турция","genName":"Турции", "duplicateName" : "false" , "currency":"TRY", "code":"TR"}
TT;Тринидад и Тобаго;{"name":"Тринидад и Тобаго","genName":"Тринидада и Тобаго", "duplicateName" : "false" , "currency":"TTD", "code":"TT"}
TV;Тувалу;{"name":"Тувалу","genName":"Тувалу", "duplicateName" : "false" , "currency":"AUD", "code":"TV"}
TW;Тайвань;{"name":"Тайвань", "duplicateName":"false", "currency":"TWD","genName":"Тайвань", "code":"TW"}
TZ;Танзания;{"name":"Танзания","genName":"Танзании", "duplicateName" : "false" , "currency":"TZS", "code":"TZ"}
UA;Украина;{"name":"Украина","genName":"Украины", "duplicateName" : "false" , "currency":"UAH", "code":"UA"}
UG;Уганда;{"name":"Уганда","genName":"Уганды", "duplicateName" : "false" , "currency":"UGX", "code":"UG"}
UM;Малые Тихоокеанские отдаленные острова Соединенных Штатов;{"name":"Малые Тихоокеанские отдаленные острова Соединенных Штатов","genName":"Малых Тихоокеанских отдаленных островов Соединенных Штатов", "duplicateName" : "false" , "currency":"", "code":"UM"}
US;Соединённые Штаты Америки,США,штаты,Америка;{"name":"США","genName":"США", "duplicateName" : "false" , "currency":"USD", "code":"US"}
UY;Уругвай;{"name":"Уругвай","genName":"Уругвая", "duplicateName" : "false" , "currency":"UYU", "code":"UY"}
UZ;Узбекистан;{"name":"Узбекистан","genName":"Узбекистана", "duplicateName" : "false" , "currency":"UZS", "code":"UZ"}
VA;Ватикан;{"name":"Ватикан","genName":"Ватикана", "duplicateName" : "false" , "currency":"EUR", "code":"VA"}
VC;Сент-Винсент и Гренадины;{"name":"Сент-Винсент и Гренадины","genName":"Сент-Винсента и Гренадины", "duplicateName" : "false" , "currency":"XCD", "code":"VC"}
VE;Венесуэла;{"name":"Венесуэла","genName":"Венесуэлы", "duplicateName" : "false" , "currency":"VEF", "code":"VE"}
VG;Британские Виргинские острова, Британские Виргинские о-ва,Британские Виргинские о ва, Брит Виргинские острова, Брит Виргинские о-ва,Брит Виргинские о ва, Британские вергинские острова, Британские вергинские о-ва,Британские вергинские о ва, Брит вергинские острова, Брит вергинские о-ва,Брит вергинские о ва;{"name":"Британские Виргинские острова", "duplicateName":"false", "currency":"USD","genName":"Британских Виргинских островов", "code":"VG"}
VI;Виргинские острова, Виргинские о-ва,Виргинские о ва, вергинские острова, вергинские о-ва,вергинские о ва;{"name":"Виргинские острова", "duplicateName":"false", "currency":"USD","genName":"Виргинских островов", "code":"VI"}
VN;Вьетнам;{"name":"Вьетнам","genName":"Вьетнама", "duplicateName" : "false" , "currency":"VND", "code":"VN"}
VU;Вануату;{"name":"Вануату","genName":"Вануату", "duplicateName" : "false" , "currency":"VUV", "code":"VU"}
WF;Уоллис и Футуна;{"name":"Уоллис и Футуна","genName":"Уоллиса и Футуны", "duplicateName" : "false" , "currency":"", "code":"WF"}
WS;Самоа;{"name":"Самоа","genName":"Самоа", "duplicateName" : "false" , "currency":"USD", "code":"WS"}
YE;Йемен;{"name":"Йемен","genName":"Йемена", "duplicateName" : "false" , "currency":"YER", "code":"YE"}
YT;Майотта, Майота;{"name":"остров Майотта", "duplicateName":"false", "currency":"EUR","genName":"острова Майотта", "code":"YT"}
ZA;Южно-Африканская Республика,ЮАР,Южноафриканская Республика,Южно Африканская Республика, Южная Африка;{"name":"ЮАР","genName":"ЮАР", "duplicateName" : "false" , "currency":"ZAR", "code":"ZA"}
ZM;Замбия;{"name":"Замбия","genName":"Замбии", "duplicateName" : "false" , "currency":"ZMW", "code":"ZM"}
ZW;Зимбабве;{"name":"Зимбабве","genName":"Зимбабве", "duplicateName" : "false" , "currency":"ZAR", "code":"ZW"}
NC;Новая Каледония;{"name":"Новая Каледония","genName":"Новой Каледонии", "duplicateName" : "false" , "currency":"XPF", "code":"NC"}
