Архара;Архара;
Благовещенск;Благовещенск;
Возжаевка;Возжаевка;
Екатеринославка;Екатеринославка;
Ерофей Павлович;Ерофей Павлович;
Завитинск;Завитинск;
Зея;Зея;
Ивановка;Ивановка;
Константиновка;Константиновка;
Магдагачи;Магдагачи;
Новобурейский;Новобурейский;
Поярково;Поярково;
Прогресс;Прогресс;
Райчихинск;Райчихинск;
Свободный;Свободный;
Серышево;Серышево;
Сковородино;Сковородино;
Талакан;Талакан;
Тамбовка;Тамбовка;
Тында;Тында;
Февральск;Февральск;
Циолковский;Циолковский;
Чигири;Чигири;
Шимановск;Шимановск;
Бурея;Бурея;
Амурзет;Амурзет;
Бабстово;Бабстово;
Биробиджан;Биробиджан;
Николаевка;Николаевка;
Облучье;Облучье;
Приамурский;Приамурский;
Птичник;Птичник;
Смидович;Смидович;
Теплоозёрск;Теплоозёрск;
Биракан;Биракан;
Вилючинск;Вилючинск;
Вулканный;Вулканный;
Елизово;Елизово;
Козыревск;Козыревск;
Коряки;Коряки;
Мильково;Мильково;
Озерновский;Озерновский;
Оссора;Оссора;
Палана;Палана;
Паратунка;Паратунка;
Петропавловск-Камчатский;Петропавловск-Камчатский;
Пионерский;Пионерский;
Раздольный;Раздольный;
Соболево;Соболево;
Термальный;Термальный;
Тигиль;Тигиль;
Тиличики;Тиличики;
Усть-Большерецк;Усть-Большерецк;
Усть-Камчатск;Усть-Камчатск;
Эссо;Эссо;
Нагорный;Нагорный;
Дукат;Дукат;
Магадан;Магадан;
Мяунджа;Мяунджа;
Ола;Ола;
Омсукчан;Омсукчан;
Палатка;Палатка;
Сеймчан;Сеймчан;
Синегорье;Синегорье;
Сокол;Сокол;
Стекольный;Стекольный;
Сусуман;Сусуман;
Уптар;Уптар;
Усть-Омчуг;Усть-Омчуг;
Эвенск;Эвенск;
Ягодное;Ягодное;
Оротукан;Оротукан;
Арсеньев;Арсеньев;
Артем;Артем;
Большой Камень;Большой Камень;
Владивосток;Владивосток;
Дальнегорск;Дальнегорск;
Дальнереченск;Дальнереченск;
Кавалерово;Кавалерово;
Камень-Рыболов;Камень-Рыболов;
Лесозаводск;Лесозаводск;
Лучегорск;Лучегорск;
Находка;Находка;
Партизанск;Партизанск;
Пластун;Пластун;
Пограничный;Пограничный;
Покровка;Покровка;
Сибирцево;Сибирцево;
Славянка;Славянка;
Спасск-Дальний;Спасск-Дальний;
Трудовое;Трудовое;
Уссурийск;Уссурийск;
Фокино;Фокино;
Хороль;Хороль;
Черниговка;Черниговка;
Чугуевка;Чугуевка;
Александровск-Сахалинский;Александровск-Сахалинский;
Анива;Анива;
Быков;Быков;
Горнозаводск;Горнозаводск;
Долинск;Долинск;
Корсаков;Корсаков;
Курильск;Курильск;
Макаров;Макаров;
Невельск;Невельск;
Ноглики;Ноглики;
Оха;Оха;
Поронайск;Поронайск;
Северо-Курильск;Северо-Курильск;
Смирных;Смирных;
Томари;Томари;
Тымовское;Тымовское;
Углегорск;Углегорск;
Холмск;Холмск;
Шахтерск;Шахтерск;
Южно-Курильск;Южно-Курильск;
Южно-Сахалинск;Южно-Сахалинск;
Амурск;Амурск;
Берёзовый;Берёзовый;
Бикин;Бикин;
Большой Уссурийский;Большой Уссурийский;
Ванино;Ванино;
Вяземский;Вяземский;
Заветы Ильича;Заветы Ильича;
Князе-Волконское;Князе-Волконское;
Комсомольск-на-Амуре;Комсомольск-на-Амуре;
Корфовский;Корфовский;
Некрасовка;Некрасовка;
Николаевск-на-Амуре;Николаевск-на-Амуре;
Новокуровка;Новокуровка;
Новый Ургал;Новый Ургал;
Переяславка;Переяславка;
Советская Гавань;Советская Гавань;
Хабаровск;Хабаровск;
Хор;Хор;
Хурба;Хурба;
Чегдомын;Чегдомын;
Чёрная Речка;Чёрная Речка;
Эльбан;Эльбан;
Охотск;Охотск;
Анадырь;Анадырь;
Билибино;Билибино;
Лаврентия;Лаврентия;
Мыс Шмидта;Мыс Шмидта;
Певек;Певек;
Провидения;Провидения;
Угольные Копи;Угольные Копи;
Эгвекинот;Эгвекинот;
Лорино;Лорино;
Архангельск;Архангельск, Архара;
Белушья Губа;Белушья Губа;
Березник;Березник;
Вельск;Вельск;
Вычегодский;Вычегодский;
Двинской;Двинской;
Емца;Емца;
Ильинско-Подомское;Ильинско-Подомское;
Каменка;Каменка;
Каргополь;Каргополь;
Коноша;Коноша;
Коряжма;Коряжма;
Котлас;Котлас;
Красноборск;Красноборск;
Кулой;Кулой;
Малошуйка;Малошуйка;
Мезень;Мезень;
Новодвинск;Новодвинск;
Няндома;Няндома;
Обозерский;Обозерский;
Оксовский;Оксовский;
Онега;Онега;
Плесецк;Плесецк;
Приводино;Приводино;
Пуксоозера;Пуксоозера;
Савинский;Савинский;
Самодед;Самодед;
Северодвинск;Северодвинск, Севск;
Североонежск;Североонежск;
Сольвычегодск;Сольвычегодск;
Урдома;Урдома;
Холмогоры;Холмогоры;
Шенкурск;Шенкурск;
Шипицыно;Шипицыно;
Яренск;Яренск;
Лешуконское;Лешуконское;
Багратионовск;Багратионовск;
Балтийск;Балтийск;
Гвардейск;Гвардейск;
Гусев;Гусев;
Зеленоградск;Зеленоградск;
Калининград;Калининград, Калик, Кениг;
Ладушкин;Ладушкин;
Неман;Неман;
Нестеров;Нестеров;
Озерск;Озерск;
Полесск;Полесск;
Правдинск;Правдинск;
Приморск;Приморск;
Светлогорск;Светлогорск;
Славск;Славск;
Черняховск;Черняховск;
Агалатово;Агалатово;
Аннино;Аннино;
Бегуницы;Бегуницы;
Бокситогорск;Бокситогорск;
Большая Вруда;Большая Вруда;
Большая Ижора;Большая Ижора;
Большие Колпаны;Большие Колпаны;
Бугры;Бугры;
Будогощь;Будогощь;
Важины;Важины;
Виллози;Виллози;
Винницы;Винницы;
Вознесенье;Вознесенье;
Войскорово;Войскорово;
Волосово;Волосово;
Волхов;Волхов;
Всеволожск;Всеволожск;
Выборг;Выборг;
Вырица;Вырица;
Высоцк;Высоцк;
Гатчина;Гатчина;
Глажево;Глажево;
Горбунки;Горбунки;
Гостилицы;Гостилицы;
Дружная Горка;Дружная Горка;
Дубровка;Дубровка;
Елизаветино;Елизаветино;
Ефимовский;Ефимовский;
Заклинье;Заклинье;
Ивангород;Ивангород;
Каменногорск;Каменногорск;
Кингисепп;Кингисепп;
Кипень;Кипень;
Кириши;Кириши;
Кировск;Кировск;
Кобралово;Кобралово;
Колпино;Колпино;
Колтуши;Колтуши;
Колчаново;Колчаново;
Коммунар;Коммунар;
Котельский;Котельский;
Красное Село;Красное Село;
Красный Бор;Красный Бор;
Кронштадт;Кронштадт;
Кудрово;Кудрово;
Кузнечное;Кузнечное;
Кузьмоловский;Кузьмоловский;
Лаголово;Лаголово;
Лесколово;Лесколово;
Лесогорский;Лесогорский;
Лодейное Поле;Лодейное Поле;
Ломоносов;Ломоносов;
Луга;Луга;
Любань;Любань;
Малое Верево;Малое Верево;
Малое Карлино;Малое Карлино;
Мга;Мга;
Репино;Репино;
Металлострой;Металлострой;
Мурино;Мурино;
Назия;Назия;
Низино;Низино;
Никольский;Никольский;
Никольское;Никольское;
Новая Ладога;Новая Ладога;
Новое Девяткино;Новое Девяткино;
Новоселье;Новоселье;
Новый Свет;Новый Свет;
Новый Учхоз;Новый Учхоз;
Нурма;Нурма;
Оредеж;Оредеж;
Оржицы;Оржицы;
Отрадное;Отрадное;
Парголово;Парголово;
Паша;Паша;
пгт имени Свердлова;пгт имени Свердлова;
Петергоф;Петергоф;
Пикалево;Пикалево;
Подпорожье;Подпорожье;
посёлок имени Морозова;посёлок имени Морозова;
Приладожский;Приладожский;
Приозерск;Приозерск;
Пудомяги;Пудомяги;
Пушкин;Пушкин;
Разметелево;Разметелево;
Рахья;Рахья;
Романовка;Романовка;
Ромашкинское сельское поселение;Ромашкинское сельское поселение;
Рощино;Рощино;
Русско-Высоцкое;Русско-Высоцкое;
Рябово;Рябово;
Светогорск;Светогорск;
Селезнёво;Селезнёво;
Сельцо;Сельцо;
Семрино;Семрино;
Сертолово;Сертолово;
Сестрорецк;Сестрорецк;
Сиверский;Сиверский;
Синявино;Синявино;
Сланцы;Сланцы;
Сосново;Сосново;
Сосновый Бор;Сосновый Бор;
Старая Ладога;Старая Ладога;
Старая;Старая;
Стрельна;Стрельна;
Сусанино;Сусанино;
Суходолье;Суходолье;
Сясьстрой;Сясьстрой;
Тайцы;Тайцы;
Тельмана;Тельмана;
Тихвин;Тихвин;
Токсово;Токсово;
Толмачёво;Толмачёво;
Тосно;Тосно;
Ульяновка;Ульяновка;
Усть-Луга;Усть-Луга;
Форносово;Форносово;
Шлиссельбург;Шлиссельбург;
Шушары;Шушары;
Ям-Ижора;Ям-Ижора;
Янино-1;Янино-1;
Апатиты;Апатиты;
Африканда;Африканда;
Белое Море;Белое Море;
Варзуга;Варзуга;
Верхнетуломский;Верхнетуломский;
Видяево;Видяево;
Гаджиево;Гаджиево;
Ёнский;Ёнский;
Заозерск;Заозерск;
Заполярный;Заполярный;
Зашеек;Зашеек;
Зеленоборский;Зеленоборский;
Кандалакша;Кандалакша;
Кильдинстрой;Кильдинстрой;
Коашва;Коашва;
Ковдор;Ковдор;
Кола;Кола;
Корзуново;Корзуново;
Лейпи;Лейпи;
Лиинахамари;Лиинахамари;
Ловозеро;Ловозеро;
Луостари;Луостари;
Междуречье;Междуречье;
Мишуково;Мишуково;
Молочный;Молочный;
Мончегорск;Мончегорск;
Мурманск;Мурманск;
Мурмаши;Мурмаши;
Никель;Никель;
Оленегорск;Оленегорск;
Островной;Островной;
Печенга;Печенга;
Полярные Зори;Полярные Зори;
Полярный;Полярный;
Пояконда;Пояконда;
Пушной;Пушной;
Раякоски;Раякоски;
Ревда;Ревда;
Сафоново;Сафоново;
Североморск;Североморск;
Териберка;Териберка;
Титан;Титан;
Тулома;Тулома;
Туманный;Туманный;
Умба;Умба;
Ура-Губа;Ура-Губа;
Шонгуй;Шонгуй;
Щукозеро;Щукозеро;
Высокий;Высокий;
Амдерма;Амдерма;
Бугрино;Бугрино;
Вангурей;Вангурей;
Варандей;Варандей;
Индига;Индига;
Каратайка;Каратайка;
Нарыга;Нарыга;
Нарьян-Мар;Нарьян-Мар;
Носовая;Носовая;
Ома;Ома;
Поселок Искателей;Поселок Искателей;
Усть-Кара;Усть-Кара;
Хорей-Вер;Хорей-Вер;
Несь;Несь;
Боровичи;Боровичи;
Валдай;Валдай;
Великий Новгород;Великий Новгород, Новгород;
Волот;Волот;
Демянск;Демянск;
Крестцы;Крестцы;
Кулотино;Кулотино;
Любытино;Любытино;
Малая Вишера;Малая Вишера;
Марёво;Марёво;
Мошенское;Мошенское;
Неболчи;Неболчи;
Окуловка;Окуловка;
Панковка;Панковка;
Парфино;Парфино;
Пестово;Пестово;
Поддорье;Поддорье;
Пролетарий;Пролетарий;
Сольцы;Сольцы;
Старая Русса;Старая Русса;
Угловка;Угловка;
Хвойная;Хвойная;
Холм;Холм;
Чудово;Чудово;
Шимск;Шимск;
Батецкий;Батецкий;
Бежаницы;Бежаницы;
Великие Луки;Великие Луки;
Гдов;Гдов;
Дедовичи;Дедовичи;
Дно;Дно;
Заплюсье;Заплюсье;
Идрица;Идрица;
Красногородск;Красногородск;
Красный Луч;Красный Луч;
Кунья;Кунья;
Локня;Локня;
Невель;Невель;
Новоржев;Новоржев;
Новосокольники;Новосокольники;
Опочка;Опочка;
Остров;Остров;
Палкино;Палкино;
Печоры;Печоры;
Плюсса;Плюсса;
Порхов;Порхов;
Псков;Псков;
Пустошка;Пустошка;
Пушкинские Горы;Пушкинские Горы;
Пыталово;Пыталово;
Себеж;Себеж;
Струги Красные;Струги Красные;
Усвяты;Усвяты;
Беломорск;Беломорск;
Калевала;Калевала;
Кемь;Кемь;
Кондопога;Кондопога;
Костомукша;Костомукша;
Лахденпохья;Лахденпохья;
Лоухи;Лоухи;
Медвежьегорск;Медвежьегорск;
Муезерский;Муезерский;
Надвоицы;Надвоицы;
Олонец;Олонец;
Петрозаводск;Петрозаводск;
Питкяранта;Питкяранта;
Пряжа;Пряжа;
Пудож;Пудож;
Сегежа;Сегежа;
Сортавала;Сортавала;
Суоярви;Суоярви;
Благоево;Благоево;
Визинга;Визинга;
Войвож;Войвож;
Воркута;Воркута;
Вуктыл;Вуктыл;
Выльгорт;Выльгорт;
Емва;Емва;
Жешарт;Жешарт;
Ижма;Ижма;
Инта;Инта;
Кожва;Кожва;
Корткерос;Корткерос;
Микунь;Микунь;
Нижний Одес;Нижний Одес;
Печора;Печора;
Путеец;Путеец;
Синдор;Синдор;
Сосногорск;Сосногорск;
Сыктывкар;Сыктывкар;
Троицко-Печорск;Троицко-Печорск;
Усинск;Усинск;
Усогорск;Усогорск;
Ухта;Ухта;
Усть-Кулом;Усть-Кулом;
Велиж;Велиж;
Верхнеднепровский;Верхнеднепровский;
Вязьма;Вязьма;
Гагарин;Гагарин;
Голынки;Голынки;
Городок;Городок;
Гусино;Гусино;
Демидов;Демидов;
Десногорск;Десногорск;
Дорогобуж;Дорогобуж;
Духовщина;Духовщина;
Ельня;Ельня;
Ершичи;Ершичи;
Кардымово;Кардымово;
Красный;Красный;
Монастырщина;Монастырщина;
Новодугино;Новодугино;
Озерный;Озерный;
Печерск;Печерск;
Починок;Починок;
Рославль;Рославль;
Рудня;Рудня;
Смоленск;Смоленск;
Стодолище;Стодолище;
Сычевка;Сычевка;
Угра;Угра;
Хиславичи;Хиславичи;
Холм-Жирковский;Холм-Жирковский;
Шаталово;Шаталово;
Шумячи;Шумячи;
Ярцево;Ярцево;
Александров;Александров;
Балакирево;Балакирево;
Владимир;Владимир;
Вольгинский;Вольгинский;
Вязники;Вязники;
Гороховец;Гороховец;
Гусь-Хрустальный;Гусь-Хрустальный;
Камешково;Камешково;
Карабаново;Карабаново;
Киржач;Киржач;
Ковров;Ковров;
Кольчугино;Кольчугино;
Костерево;Костерево;
Красная Горбатка;Красная Горбатка;
Красный Октябрь;Красный Октябрь;
Курлово;Курлово;
Лакинск;Лакинск;
Меленки;Меленки;
Муром;Муром;
Петушки;Петушки;
Покров;Покров;
Радужный;Радужный;
Собинка;Собинка;
Ставрово;Ставрово;
Струнино;Струнино;
Судогда;Судогда;
Суздаль;Суздаль;
Юрьев-Польский;Юрьев-Польский;
Анненский Мост;Анненский Мост;
Бабаево;Бабаево;
Белозерск;Белозерск;
Великий Устюг;Великий Устюг;
Верховажье;Верховажье;
Вожега;Вожега;
Вологда;Вологда;
Вохтога;Вохтога;
Вытегра;Вытегра;
Грязовец;Грязовец;
Депо;Депо;
Кадников;Кадников;
Кадниковский;Кадниковский;
Кадуй;Кадуй;
Кириллов;Кириллов;
Климовское;Климовское;
Красавино;Красавино;
Кубенское;Кубенское;
Липин Бор;Липин Бор;
Малечкино;Малечкино;
Молочное;Молочное;
Новатор;Новатор;
Нюксеница;Нюксеница;
Сямжа;Сямжа;
Тарногский Городок;Тарногский Городок;
Тоншалово;Тоншалово;
Тотьма;Тотьма;
Устюжна;Устюжна;
Федотово;Федотово;
Харовск;Харовск;
Чагода;Чагода;
Череповец;Череповец, Черепок;
Шексна;Шексна;
Шуйское;Шуйское;
Кичменгский Городок;Кичменгский Городок;
Вичуга;Вичуга;
Выползово;Выползово;
Гаврилов Посад;Гаврилов Посад;
Жарковский;Жарковский;
Заволжск;Заволжск;
Иваново;Иваново;
Ильинское-Хованское;Ильинское-Хованское;
Калашниково;Калашниково;
Кинешма;Кинешма;
Комсомольск;Комсомольск;
Кохма;Кохма;
Лежнево;Лежнево;
Лесное;Лесное;
Медное;Медное;
Наволоки;Наволоки;
Оленино;Оленино;
Пено;Пено;
Пестяки;Пестяки;
Плес;Плес;
Приволжск;Приволжск;
Пучеж;Пучеж;
Редкино;Редкино;
Савино;Савино;
Селижарово;Селижарово;
Спирово;Спирово;
Тейково;Тейково;
Фурманов;Фурманов;
Шуя;Шуя;
Южа;Южа;
Юрьевец;Юрьевец;
Лух;Лух;
Антропово;Антропово;
Боговарово;Боговарово;
Буй;Буй;
Ветлужский;Ветлужский;
Волгореченск;Волгореченск;
Вохма;Вохма;
Галич;Галич;
Кадый;Кадый;
Караваево;Караваево;
Кологрив;Кологрив;
Кострома;Кострома;
Красное-на-Волге;Красное-на-Волге;
Макарьев;Макарьев;
Мантурово;Мантурово;
Нерехта;Нерехта;
Нея;Нея;
Островское;Островское;
Павино;Павино;
Парфеньево;Парфеньево;
Поназырево;Поназырево;
Пыщуг;Пыщуг;
Солигалич;Солигалич;
Судиславль;Судиславль;
Чистые Боры;Чистые Боры;
Чухлома;Чухлома;
Шарья;Шарья;
Андреаполь;Андреаполь;
Бежецк;Бежецк;
Белый;Белый;
Бологое;Бологое;
Весьегонск;Весьегонск;
Вышний Волочек;Вышний Волочек;
Западная Двина;Западная Двина;
Зубцов;Зубцов;
Калязин;Калязин;
Кашин;Кашин;
Кимры;Кимры;
Конаково;Конаково;
Красный Холм;Красный Холм;
Кувшиново;Кувшиново;
Лихославль;Лихославль;
Максатиха;Максатиха;
Нелидово;Нелидово;
Осташков;Осташков;
Рамешки;Рамешки;
Ржев;Ржев;
Сонково;Сонково;
Старица;Старица;
Тверь;Тверь;
Торжок;Торжок;
Торопец;Торопец;
Удомля;Удомля;
Новозавидовский;Новозавидовский;
Большое Село;Большое Село;
Борисоглебский;Борисоглебский;
Брейтово;Брейтово;
Гаврилов-Ям;Гаврилов-Ям;
Данилов;Данилов;
Константиновский;Константиновский;
Любим;Любим;
Мышкин;Мышкин;
Некрасовское;Некрасовское;
Новый Некоуз;Новый Некоуз;
Переславль-Залесский;Переславль-Залесский;
Петровское;Петровское;
Пошехонье;Пошехонье;
Пречистое;Пречистое;
Ростов;Ростов;
Рыбинск;Рыбинск;
Семибратово;Семибратово;
Тутаев;Тутаев;
Углич;Углич;
Щедрино;Щедрино;
Ярославль;Ярославль, Ярик;
Абдулино;Абдулино;
Адамовка;Адамовка;
Акбулак;Акбулак;
Александровка;Александровка;
Беляевка;Беляевка;
Бугуруслан;Бугуруслан;
Бузулук;Бузулук;
Гай;Гай;
Грачевка;Грачевка;
Домбаровский;Домбаровский;
Илек;Илек;
Кваркено;Кваркено;
Колтубановский;Колтубановский;
Красногвардеец;Красногвардеец;
Краснохолм;Краснохолм;
Красноярский;Красноярский;
Кувандык;Кувандык;
Курманаевка;Курманаевка;
Матвеевка;Матвеевка;
Медногорск;Медногорск;
Нежинка;Нежинка;
Новоорск;Новоорск;
Новосергиевка;Новосергиевка;
Новотроицк;Новотроицк;
Октябрьское;Октябрьское;
Оренбург;Оренбург;
Орск;Орск;
Переволоцкий;Переволоцкий;
Плешаново;Плешаново;
Подгородняя Покровка;Подгородняя Покровка;
Пономарёвка;Пономарёвка;
Пригородный;Пригородный;
Сакмара;Сакмара;
Саракташ;Саракташ;
Соль-Илецк;Соль-Илецк;
Сорочинск;Сорочинск;
Татарская Каргала;Татарская Каргала;
Ташла;Ташла;
Тоцкое;Тоцкое;
Тоцкое Второе;Тоцкое Второе;
Тюльган;Тюльган;
Чебеньки;Чебеньки;
Шарлык;Шарлык;
Энергетик;Энергетик;
Ясный;Ясный;
Беково;Беково;
Белинский;Белинский;
Городище;Городище;
Заречный;Заречный;
Кузнецк;Кузнецк;
Неверкино;Неверкино;
Нижний Ломов;Нижний Ломов;
Пенза;Пенза;
Русский Камешкир;Русский Камешкир;
Сердобск;Сердобск;
Спасск;Спасск;
Средняя Елюзань;Средняя Елюзань;
Сурск;Сурск;
Тамала;Тамала;
Атемар;Атемар;
Атюрьево;Атюрьево;
Атяшево;Атяшево;
Зубова-Поляна;Зубова-Поляна;
Инсар;Инсар;
Кадошкино;Кадошкино;
Ковылкино;Ковылкино;
Краснослободск;Краснослободск;
Потьма;Потьма;
Ромоданово;Ромоданово;
Рузаевка;Рузаевка;
Саранск;Саранск;
Темников;Темников;
Теньгушево;Теньгушево;
Торбеево;Торбеево;
Явас;Явас;
Комсомольский;Комсомольский;
Алексеевка;Алексеевка;
Безенчук;Безенчук;
Богатое;Богатое;
Большая Глушица;Большая Глушица;
Большая Черниговка;Большая Черниговка;
Борское;Борское;
Волжский;Волжский;
Жигулевск;Жигулевск;
Исаклы;Исаклы;
Камышла;Камышла;
Кинель;Кинель;
Кинель-Черкассы;Кинель-Черкассы;
Клявлино;Клявлино;
Кошки;Кошки;
Луначарский;Луначарский;
Нефтегорск;Нефтегорск;
Новокуйбышевск;Новокуйбышевск;
Октябрьск;Октябрьск;
Отрадный;Отрадный;
Пестравка;Пестравка;
Похвистнево;Похвистнево;
Прибрежный;Прибрежный;
Приволжье;Приволжье;
Самара;Самара;
Сергиевск;Сергиевск;
Суходол;Суходол;
Сызрань;Сызрань;
Тольятти;Тольятти;
Хворостянка;Хворостянка;
Чапаевск;Чапаевск;
Челно-Вершины;Челно-Вершины;
Шентала;Шентала;
Шигоны;Шигоны;
Аркадак;Аркадак;
Аткарск;Аткарск;
Базарный Карабулак;Базарный Карабулак;
Балаково;Балаково;
Балашов;Балашов;
Вольск;Вольск;
Дергачи;Дергачи;
Дубки;Дубки;
Елшанка;Елшанка;
Ершов;Ершов;
Калининск;Калининск;
Красный Кут;Красный Кут;
Маркс;Маркс;
Новоузенск;Новоузенск;
Озинки;Озинки;
Перелюб;Перелюб;
Петровск;Петровск;
Пугачев;Пугачев;
Ртищево;Ртищево;
Самойловка;Самойловка;
Саратов;Саратов;
Татищево;Татищево;
Хвалынск;Хвалынск;
Шиханы;Шиханы;
Энгельс;Энгельс;
Базарный Сызган;Базарный Сызган;
Барыш;Барыш;
Вешкайма;Вешкайма;
Димитровград;Димитровград;
Инза;Инза;
Ишеевка;Ишеевка;
Карсун;Карсун;
Кузоватово;Кузоватово;
Майна;Майна;
Новая Малыкла;Новая Малыкла;
Новоспасское;Новоспасское;
Новоульяновск;Новоульяновск;
Павловка;Павловка;
Радищево;Радищево;
Сенгилей;Сенгилей;
Старая Кулатка;Старая Кулатка;
Старая Майна;Старая Майна;
Сурское;Сурское;
Ульяновск;Ульяновск;
Чердаклы;Чердаклы;
Цильна;Цильна;
Альменево;Альменево;
Белозерское;Белозерское;
Варгаши;Варгаши;
Введенское;Введенское;
Глядянское;Глядянское;
Далматово;Далматово;
Звериноголовское;Звериноголовское;
Иковка;Иковка;
Каргаполье;Каргаполье;
Катайск;Катайск;
Кетово;Кетово;
Курган;Курган;
Куртамыш;Куртамыш;
Лесниково;Лесниково;
Макушино;Макушино;
Медвежье Озеро;Медвежье Озеро;
Мишкино;Мишкино;
Мокроусово;Мокроусово;
Петухово;Петухово;
Половинное;Половинное;
Просвет;Просвет;
Сафакулево;Сафакулево;
Уксянское;Уксянское;
Частоозерье;Частоозерье;
Шадринск;Шадринск;
Шатрово;Шатрово;
Шумиха;Шумиха;
Щучье;Щучье;
Юргамыш;Юргамыш;
Сиреневый;Сиреневый;
Александровск;Александровск;
Барда;Барда;
Березники;Березники;
Берёзовка;Берёзовка;
Бершеть;Бершеть;
Большая Соснова;Большая Соснова;
Верещагино;Верещагино;
Всевлодо-Вильва;Всевлодо-Вильва;
Гайны;Гайны;
Гамово;Гамово;
Гремячинск;Гремячинск;
Губаха;Губаха;
Добрянка;Добрянка;
Елово;Елово;
Звёздный;Звёздный;
Зюкайка;Зюкайка;
Карагай;Карагай;
Керчевский;Керчевский;
Кизел;Кизел;
Кондратово;Кондратово;
Коса;Коса;
Кочёво;Кочёво;
Красновишерск;Красновишерск;
Краснокамск;Краснокамск;
Кудымкар;Кудымкар;
Куеда;Куеда;
Кукуштан;Кукуштан;
Култаево;Култаево;
Кунгур;Кунгур;
Лобаново;Лобаново;
Лысьва;Лысьва;
Лямино;Лямино;
Майкор;Майкор;
Майский;Майский;
Марковский;Марковский;
Новоильинский;Новоильинский;
Нытва;Нытва;
Орда;Орда;
Оханск;Оханск;
Очер;Очер;
Пашия;Пашия;
Пермь;Пермь;
Пожва;Пожва;
Полазна;Полазна;
Сарс;Сарс;
Сива;Сива;
Соликамск;Соликамск;
Суксун;Суксун;
Сылва;Сылва;
Теплая Гора;Теплая Гора;
Углеуральский;Углеуральский;
Уинское;Уинское;
Уральский;Уральский;
Усолье;Усолье;
Усть-Качка;Усть-Качка;
Яйва;Яйва;
Усть-Кишерть;Усть-Кишерть;
Фоки;Фоки;
Чайковский;Чайковский;
Частые;Частые;
Чердынь;Чердынь;
Чермоз;Чермоз;
Чернушка;Чернушка;
Чусовой;Чусовой;
Юрла;Юрла;
Юсьва;Юсьва;
Авдон;Авдон;
Агидель;Агидель;
Акъяр;Акъяр;
Алкино-2;Алкино-2;
Амзя;Амзя;
Архангельское;Архангельское;
Аскарово;Аскарово;
Аскино;Аскино;
Байкалово;Байкалово;
Баймак;Баймак;
Бакалы;Бакалы;
Белебей;Белебей;
Белорецк;Белорецк;
Бижбуляк;Бижбуляк;
Бирск;Бирск;
Большеустьикинское;Большеустьикинское;
Буздяк;Буздяк;
Булгаково;Булгаково;
Бураево;Бураево;
Верхнеяркеево;Верхнеяркеево;
Верхние Киги;Верхние Киги;
Верхние Татышлы;Верхние Татышлы;
Давлеканово;Давлеканово;
Дмитриевка;Дмитриевка;
Дуван;Дуван;
Дюртюли;Дюртюли;
Ермекеево;Ермекеево;
Ермолаево;Ермолаево;
Зилаир;Зилаир;
Зирган;Зирган;
Иглино;Иглино;
Инзер;Инзер;
Исянгулово;Исянгулово;
Ишимбай;Ишимбай;
Кабаково;Кабаково;
Калтасы;Калтасы;
Кандры;Кандры;
Караидель;Караидель;
Кармаскалы;Кармаскалы;
Киргиз-Мияки;Киргиз-Мияки;
Красная Горка;Красная Горка;
Красноусольский;Красноусольский;
Краснохолмский;Краснохолмский;
Красный Коммунар;Красный Коммунар;
Кумертау;Кумертау;
Кушнаренково;Кушнаренково;
Куяново;Куяново;
Ломовка;Ломовка;
Малояз;Малояз;
Маячный;Маячный;
Межгорье;Межгорье;
Мелеуз;Мелеуз;
Месягутово;Месягутово;
Мраково;Мраково;
Нефтекамск;Нефтекамск;
Юмагузино;Юмагузино;
Нижнетроицкий;Нижнетроицкий;
Николо-Березовка;Николо-Березовка;
Новобелокатай;Новобелокатай;
Прибельский;Прибельский;
Приютово;Приютово;
Раевский;Раевский;
Салават;Салават;
Семилетка;Семилетка;
Серафимовский;Серафимовский;
Сибай;Сибай;
Старобалтачево;Старобалтачево;
Старосубхангулово;Старосубхангулово;
Стерлибашево;Стерлибашево;
Стерлитамак;Стерлитамак;
Темясово;Темясово;
Тирлянский;Тирлянский;
Толбазы;Толбазы;
Туймазы;Туймазы;
Улукулево;Улукулево;
Улу-Теляк;Улу-Теляк;
Уфа;Уфа;
Учалы;Учалы;
Федоровка;Федоровка;
Чекмагуш;Чекмагуш;
Чишмы;Чишмы;
Шаран;Шаран;
Языково;Языково;
Янаул;Янаул;
Азанка;Азанка;
Акбаш;Акбаш;
Алапаевск;Алапаевск;
Арамиль;Арамиль;
Артемовский;Артемовский;
Арти;Арти;
Асбест;Асбест;
Атиг;Атиг;
Ачит;Ачит;
Балтым;Балтым;
Баранчинский;Баранчинский;
Белоярский;Белоярский;
Билимбай;Билимбай;
Бисерть;Бисерть;
Бобровский;Бобровский;
Богданович;Богданович;
Большебрусянское;Большебрусянское;
Большой Исток;Большой Исток;
Буланаш;Буланаш;
Бутка;Бутка;
Валериановск;Валериановск;
Верхнее Дуброво;Верхнее Дуброво;
Верх-Нейвинский;Верх-Нейвинский;
Верхние Серги;Верхние Серги;
Верхний Тагил;Верхний Тагил;
Верхняя Пышма;Верхняя Пышма;
Верхняя Салда;Верхняя Салда;
Верхняя Синячиха;Верхняя Синячиха;
Верхняя Сысерть;Верхняя Сысерть;
Верхняя Тура;Верхняя Тура;
Верхотурье;Верхотурье;
Волчанск;Волчанск;
Гари;Гари;
Гилёва;Гилёва;
